ID,Site ID,Indoor/Outdoor
3681,MU0054,Outdoor
3680,KI0033,N/A
3679,KI0060,Outdoor
3678,KI0031,Outdoor
3677,KI0026,Outdoor
3676,KI0007,Outdoor
3675,JA0084,N/A
3674,KI0005,Outdoor
3673,JA0078,Outdoor
3672,JA0120,Outdoor
3671,JA0023,Outdoor
3670,JA0030,Outdoor
3669,CM0829,Outdoor
3668,GM0405,Outdoor
3667,CM0217,Indoor
3666,CM0214,Indoor
3665,CM0576,Indoor
3664,CM0901,Outdoor
3663,GM0616,Outdoor
3662,CM1046,Outdoor
3661,GM0395,Outdoor
3660,GM0423,Outdoor
3659,CM0504,Outdoor
3658,GM0495,Outdoor
3657,GM0292,Outdoor
3656,GM0446,Outdoor
3655,GM0261,Outdoor
3654,AN0135,Outdoor
3653,AN0060,Outdoor
3652,VA0033,Outdoor
3651,MA0039,Outdoor
3650,JA0018,Outdoor
3649,JA0122,Outdoor
3648,JA0111,Outdoor
3647,CM1413,Outdoor
3646,CM0873,Outdoor
3645,CM0965,Outdoor
3644,CM1217,Indoor
3643,CM0909,Indoor
3642,CM0414,Outdoor
3641,CM0532,Outdoor
3640,CM1585,Outdoor
3639,CM0814,Indoor
3638,CM1111,Outdoor
3637,CM0534,Outdoor
3636,CM0434,Indoor
3635,CM1947,Outdoor
3634,CM0994,Outdoor
3633,CM0347,Indoor
3632,GM0096,Indoor
3631,GM0359,Outdoor
3630,GM0884,Indoor
3629,GM0101,Indoor
3628,GM0326,Outdoor
3627,GM0694,Outdoor
3626,GM0557,Indoor
3625,GM0176,Outdoor
3624,GM0367,Outdoor
3623,GM0424,Outdoor
3622,PO0059,Outdoor
3621,PO0094,Outdoor
3620,MT0184,Indoor
3619,PO0063,Outdoor
3618,AN0116,Outdoor
3617,PO0129,Outdoor
3616,AN0132,Outdoor
3615,AN0012,Outdoor
3614,AN0072,Outdoor
3613,AN0109,Outdoor
3612,AN0185,Outdoor
3611,AN0220,Outdoor
3610,VA0056,Outdoor
3609,VA0041,Outdoor
3608,AN0094,Outdoor
3607,JA0124,Outdoor
3606,JA0214,Outdoor
3605,JA0116,Outdoor
3604,JA0168,Outdoor
3603,JA0110,Outdoor
3602,JA0109,Outdoor
3601,CM0533,Outdoor
3600,CM1128,Indoor
3599,CM1131,Outdoor
3598,CM1098,Indoor
3597,CM0749,Outdoor
3596,CM1243,Outdoor
3595,CM0494,Indoor
3594,CM1445,Outdoor
3593,CM0511,N/A
3592,CM1963,Outdoor
3591,CM0880,Indoor
3590,CM0512,Outdoor
3589,CM0505,Indoor
3588,CM0093,Indoor
3587,CM1206,Outdoor
3586,CM0371,Indoor
3585,CM1624,Outdoor
3584,CM0354,Outdoor
3583,GM0430,Outdoor
3582,CM0865,Outdoor
3581,CM0491,Outdoor
3580,GM0063,Outdoor
3579,GM0282,Outdoor
3578,GM0693,Outdoor
3577,GM0790,Outdoor
3576,GM0267,Outdoor
3575,GM0134,Outdoor
3574,GM0139,Indoor
3573,GM0133,Indoor
3572,GM0237,Outdoor
3571,GM0301,Outdoor
3570,GM0612,Outdoor
3569,GM0641,Outdoor
3568,GM0690,Outdoor
3567,GM0669,Outdoor
3566,GM0560,Indoor
3565,GM0438,Outdoor
3564,GM0224,Indoor
3563,GM0216,Outdoor
3562,GM0668,Outdoor
3561,GM0444,Outdoor
3560,GM0262,Outdoor
3559,GM0363,Outdoor
3558,PO0099,Outdoor
3557,PO0061,Outdoor
3556,PO0022,Outdoor
3555,PO0011,Outdoor
3554,PO0013,Outdoor
3553,PO0095,Outdoor
3552,MT0115,Outdoor
3551,MT0086,Outdoor
3550,PO0021,Outdoor
3549,PO0097,Outdoor
3548,PO0014,Outdoor
3547,AN0211,Outdoor
3546,PO0118,Outdoor
3545,PO0062,Outdoor
3544,PO0084,Outdoor
3543,AN0070,Outdoor
3542,AN0027,Outdoor
3541,AN0184,Outdoor
3540,AN0016,Outdoor
3539,AN0126,Outdoor
3538,AN0091,Outdoor
3537,AN0133,Outdoor
3536,AN0030,Outdoor
3535,AN0134,Outdoor
3534,AN0163,Outdoor
3533,AN0177,Outdoor
3532,VA0087,Outdoor
3531,MA0007,Outdoor
3530,AN0191,Outdoor
3529,JA0117,Outdoor
3528,JA0076,Outdoor
3527,CM1450,Outdoor
3526,CM0521,Outdoor
3525,GM0769,Indoor
3524,GM0289,Indoor
3523,CM1290,Outdoor
3522,CM0495,Indoor
3521,CM1083,Outdoor
3520,CM0593,Indoor
3519,CM1474,Outdoor
3518,CM0883,Indoor
3517,CM1240,Outdoor
3516,CM0509,Outdoor
3515,CM0499,Outdoor
3514,CM1504,Outdoor
3513,CM0981,Outdoor
3512,CM0941,Outdoor
3511,CM0616,Outdoor
3510,CM1271,Outdoor
3509,CM1213,Outdoor
3508,CM1484,Indoor
3507,GM0752,Indoor
3506,GM0188,Outdoor
3505,GM0466,Outdoor
3504,GM0536,Indoor
3503,GM0255,Outdoor
3502,GM0228,Outdoor
3501,GM0291,Outdoor
3500,GM0136,Outdoor
3499,GM0634,Outdoor
3498,GM0238,Outdoor
3497,GM0770,Indoor
3496,GM0443,Outdoor
3495,MT0062,Outdoor
3494,PO0125,Outdoor
3493,AN0142,Outdoor
3492,PO0035,Outdoor
3491,AN0097,Outdoor
3490,PO0067,Outdoor
3489,AN0143,Outdoor
3488,AN0161,Outdoor
3487,AN0035,Outdoor
3486,AN0227,Outdoor
3485,AN0063,Outdoor
3484,AN0144,Outdoor
3483,AN0017,Outdoor
3482,VA0062,Outdoor
3481,MA0011,Outdoor
3480,MA0045,Outdoor
3479,JA0123,Outdoor
3478,JA0033,Outdoor
3477,JA0152,Outdoor
3476,JA0118,Outdoor
3475,JA0101,Outdoor
3474,JA0020,Outdoor
3473,JA0088,Outdoor
3472,JA0141,Outdoor
3471,JA0137,Outdoor
3470,JA0112,Outdoor
3469,JA0115,Outdoor
3468,JA0164,Outdoor
3467,JA0191,Outdoor
3466,JA0151,Outdoor
3465,JA0044,Outdoor
3464,JA0027,Outdoor
3463,CM0099,Indoor
3462,GM0001,Indoor
3461,CM5007,Lamp Pole
3460,CM5006,Lamp Pole
3459,CM5020,Lamp Pole
3458,CM5009,Lamp Pole
3457,CM5005,Lamp Pole
3456,CM5004,Lamp Pole
3455,CM5008,Lamp Pole
3454,CM5001,Lamp Pole
3453,CM5000,Lamp Pole
3452,GM5107,Lamp Pole
3451,GM5025,Lamp Pole
3450,GM5026,Lamp Pole
3449,GM5015,Lamp Pole
3448,GM5037,Lamp Pole
3447,GM5018,Lamp Pole
3446,GM5016,Lamp Pole
3445,GM5002,Lamp Pole
3444,GM5000,Lamp Pole
3443,GM5001,Lamp Pole
3442,GM5011,Lamp Pole
3441,PO5000,Lamp Pole
3440,AN5022,Lamp Pole
3439,AN5023,Lamp Pole
3438,AN5021,Lamp Pole
3437,AN5026,Lamp Pole
3436,AN5010,Lamp Pole
3435,AN5020,Lamp Pole
3434,AN5014,Lamp Pole
3433,CM1134,Indoor
3432,CM0157,N/A
3431,CM1167,Indoor
3430,CM1077,Indoor
3429,CM1171,Indoor
3428,CM1154,Indoor
3427,CM0052,Indoor
3426,CM0128,Indoor
3425,CM1162,Indoor
3424,CM1161,N/A
3423,CM0104,Outdoor
3422,CM1141,Indoor
3421,CM1145,Indoor
3420,CM1152,Indoor
3419,CM1136,Indoor
3418,CM1153,Indoor
3417,CM0159,Indoor
3416,GM0543,N/A
3415,GM0539,Indoor
3414,VA0001,Indoor
3413,JA0119,Indoor
3412,JA0015,Indoor
3411,CM0752,Indoor
3410,CM1338,Indoor
3409,CM0092,Indoor
3408,CM1168,Indoor
3407,CM0407,Indoor
3406,CM0064,Indoor
3405,CM0333,Indoor
3404,CM0498,Outdoor
3403,CM1176,Outdoor
3402,CM0054,Outdoor
3401,CM0417,Outdoor
3400,CM0112,Indoor
3399,CM0071,Indoor
3398,CM0121,Indoor
3397,CM0002,Indoor
3396,CM0057,Indoor
3395,CM0131,Indoor
3394,CM0098,Outdoor
3393,CM1142,Indoor
3392,CM0035,Indoor
3391,CM0053,Indoor
3390,GM0040,Indoor
3389,GM0551,Indoor
3388,GM0548,Indoor
3387,GM0281,Outdoor
3386,GM0544,Indoor
3385,GM0549,Outdoor
3384,GM0550,N/A
3383,GM0046,Outdoor
3382,GM0018,Indoor
3381,GM0448,Indoor
3380,GM0026,Outdoor
3379,GM0442,Indoor
3378,GM0105,Outdoor
3377,GM0025,Indoor
3376,GM0545,Indoor
3375,GM0004,Indoor
3374,PO0107,N/A
3373,MT0001,Indoor
3372,PO0060,Outdoor
3371,PO0029,Indoor
3370,AN0203,Indoor
3369,AN0202,N/A
3368,AN0002,Indoor
3367,AN0013,Indoor
3366,AN0166,Outdoor
3365,AN0046,Outdoor
3364,AN0047,Outdoor
3363,CM0531,Outdoor
3362,CM0881,Outdoor
3361,CM0355,Indoor
3360,CM0155,Indoor
3359,CM0529,Indoor
3358,CM0925,Outdoor
3357,CM0353,Outdoor
3356,CM0101,Indoor
3355,CM0974,Outdoor
3354,CM0447,Outdoor
3353,CM0218,Outdoor
3352,CM0492,Outdoor
3351,CM0792,Outdoor
3350,CM0809,Outdoor
3349,CM0224,Outdoor
3348,CM0592,Outdoor
3347,CM0975,Outdoor
3346,CM0036,Indoor
3345,CM0448,N/A
3344,CM0341,N/A
3343,CM0610,Outdoor
3342,CM0514,Indoor
3341,CM0365,Indoor
3340,CM0910,Indoor
3339,CM0893,Outdoor
3338,CM1803,Outdoor
3337,CM0342,Indoor
3336,CM0100,Indoor
3335,CM0041,Indoor
3334,CM0815,Outdoor
3333,CM0337,N/A
3332,CM0977,Outdoor
3331,CM0441,N/A
3330,CM0111,Indoor
3329,CM0924,Outdoor
3328,CM0721,Indoor
3327,CM0339,Indoor
3326,CM0125,Indoor
3325,CM0627,Indoor
3324,CM0338,Outdoor
3323,CM0252,Indoor
3322,CM0853,Indoor
3321,CM0847,Outdoor
3320,CM0356,Indoor
3319,CM0156,Indoor
3318,CM0149,Indoor
3317,CM1233,Outdoor
3316,CM0199,Indoor
3315,CM0344,Indoor
3314,CM0270,Indoor
3313,CM0146,Indoor
3312,CM0343,Indoor
3311,CM0431,Indoor
3310,CM0152,Indoor
3309,CM0630,Outdoor
3308,CM0432,Indoor
3307,CM0429,Indoor
3306,CM0876,Indoor
3305,CM0976,Outdoor
3304,CM1108,Outdoor
3303,CM0570,Outdoor
3302,CM0850,Outdoor
3301,CM0993,Outdoor
3300,CM0133,Indoor
3299,CM0573,Outdoor
3298,CM0571,Indoor
3297,CM1230,Outdoor
3296,CM1019,Outdoor
3295,CM0440,Indoor
3294,CM0090,Indoor
3293,CM0122,Indoor
3292,CM0024,Outdoor
3291,CM0878,Indoor
3290,CM0380,Indoor
3289,CM0350,Outdoor
3288,CM0875,Indoor
3287,CM0001,Indoor
3286,CM0096,Indoor
3285,CM0926,Outdoor
3284,CM0439,N/A
3283,CM0443,Indoor
3282,CM0047,Indoor
3281,CM0023,Indoor
3280,CM0135,Indoor
3279,CM0935,Outdoor
3278,CM1509,Outdoor
3277,CM0950,Outdoor
3276,CM0582,Indoor
3275,CM0037,Indoor
3274,CM0038,Indoor
3273,CM0513,Indoor
3272,CM0982,Outdoor
3271,CM1022,Outdoor
3270,CM0554,Outdoor
3269,CM0923,Outdoor
3268,CM1119,Outdoor
3267,CM0015,Outdoor
3266,CM0147,Indoor
3265,CM0078,Indoor
3264,CM0375,Outdoor
3263,CM1113,Outdoor
3262,CM0168,N/A
3261,CM0077,N/A
3260,CM0067,Outdoor
3259,CM0039,Indoor
3258,CM0922,Outdoor
3257,CM0336,Indoor
3256,CM0626,Outdoor
3255,CM0989,Outdoor
3254,CM0450,Outdoor
3253,CM1226,Outdoor
3252,CM0076,Indoor
3251,CM0379,Outdoor
3250,CM0004,Indoor
3249,CM0608,Indoor
3248,CM0178,Indoor
3247,CM0113,Indoor
3246,CM0452,Outdoor
3245,CM0938,Indoor
3244,CM0034,Indoor
3243,CM0376,Outdoor
3242,CM0084,Outdoor
3241,CM1091,Outdoor
3240,CM0535,Indoor
3239,CM0184,Outdoor
3238,CM0565,Indoor
3237,CM0351,Indoor
3236,CM0854,Outdoor
3235,CM0453,Outdoor
3234,CM0120,Outdoor
3233,CM1407,Outdoor
3232,CM0373,Indoor
3231,CM0046,Indoor
3230,CM0637,Indoor
3229,CM0103,Indoor
3228,CM0372,Outdoor
3227,CM1114,Outdoor
3226,CM0232,Outdoor
3225,CM0079,Indoor
3224,CM0567,Indoor
3223,CM0988,Outdoor
3222,CM0566,Outdoor
3221,CM0377,Outdoor
3220,CM0451,Outdoor
3219,CM1519,Outdoor
3218,CM0154,Indoor
3217,CM0985,Outdoor
3216,CM1438,Indoor
3215,CM0318,Indoor
3214,CM0406,Indoor
3213,CM0569,Outdoor
3212,CM0065,Indoor
3211,CM0445,Outdoor
3210,CM0378,Outdoor
3209,CM1122,Indoor
3208,CM0400,Indoor
3207,CM0527,Outdoor
3206,CM0485,Outdoor
3205,CM0236,Indoor
3204,CM0980,Outdoor
3203,CM0117,Indoor
3202,CM0088,Indoor
3201,CM0487,Outdoor
3200,CM0584,Indoor
3199,CM0074,Indoor
3198,CM0628,Indoor
3197,CM0321,Indoor
3196,CM1295,Outdoor
3195,CM0410,Outdoor
3194,CM0327,N/A
3193,CM0126,Outdoor
3192,CM0006,Indoor
3191,CM0172,Indoor
3190,CM0322,Indoor
3189,CM1032,Outdoor
3188,CM0987,Outdoor
3187,CM1031,Outdoor
3186,CM0116,Outdoor
3185,CM0542,Outdoor
3184,CM0460,Indoor
3183,CM0523,Outdoor
3182,CM0484,Indoor
3181,CM0963,Outdoor
3180,CM0173,Indoor
3179,CM0617,Indoor
3178,CM0207,Indoor
3177,CM0934,Outdoor
3176,CM0073,N/A
3175,CM0892,Outdoor
3174,CM1431,Outdoor
3173,CM0328,Indoor
3172,CM0422,Indoor
3171,CM0745,Outdoor
3170,CM0158,Indoor
3169,CM0416,Outdoor
3168,CM0483,Indoor
3167,CM0964,Outdoor
3166,CM0524,Outdoor
3165,CM0536,Indoor
3164,CM1309,Outdoor
3163,CM0114,Indoor
3162,CM0650,Indoor
3161,CM1300,Outdoor
3160,CM0243,Outdoor
3159,CM0189,Indoor
3158,CM0919,Outdoor
3157,CM0349,Indoor
3156,CM0307,Indoor
3155,CM0246,Outdoor
3154,CM0250,Outdoor
3153,CM1222,Outdoor
3152,CM0150,Indoor
3151,CM0174,Indoor
3150,CM0025,Indoor
3149,CM0528,N/A
3148,CM0900,Outdoor
3147,CM0138,Indoor
3146,CM0251,Outdoor
3145,CM0326,Outdoor
3144,CM0242,Outdoor
3143,CM0575,Indoor
3142,CM0864,Outdoor
3141,CM1029,Indoor
3140,CM0222,Indoor
3139,CM1516,Outdoor
3138,CM0522,Outdoor
3137,CM0230,Outdoor
3136,CM0920,Indoor
3135,CM0285,Indoor
3134,CM1215,Outdoor
3133,CM0304,Indoor
3132,CM1132,Outdoor
3131,CM1021,Outdoor
3130,CM1446,Outdoor
3129,CM0802,Indoor
3128,CM0291,Outdoor
3127,CM0435,Indoor
3126,CM0162,Indoor
3125,CM0555,Indoor
3124,CM0587,Outdoor
3123,CM0029,Indoor
3122,CM0653,Indoor
3121,CM1315,Outdoor
3120,CM1784,Outdoor
3119,CM0151,Indoor
3118,CM0559,Indoor
3117,CM0561,N/A
3116,CM0905,Outdoor
3115,CM0426,Indoor
3114,CM0282,Indoor
3113,CM0130,Indoor
3112,CM0306,Indoor
3111,CM0055,Indoor
3110,CM0132,Outdoor
3109,CM0010,Indoor
3108,CM0139,Outdoor
3107,CM1316,Outdoor
3106,CM0058,Indoor
3105,CM1074,Outdoor
3104,CM0967,Outdoor
3103,CM0271,Indoor
3102,CM1277,Outdoor
3101,CM0204,Indoor
3100,CM0425,Indoor
3099,CM0118,Indoor
3098,CM0033,Indoor
3097,CM0419,Outdoor
3096,CM0281,Indoor
3095,CM0200,Indoor
3094,CM0262,Indoor
3093,CM0801,Indoor
3092,CM0272,Indoor
3091,CM2050,Outdoor
3090,CM0959,Outdoor
3089,CM0358,Indoor
3088,CM0175,Indoor
3087,CM0233,Indoor
3086,CM0263,Outdoor
3085,CM0030,Outdoor
3084,CM0095,Indoor
3083,CM0585,Indoor
3082,CM1034,Outdoor
3081,CM0235,Indoor
3080,CM0123,Indoor
3079,CM0288,Indoor
3078,CM0254,Indoor
3077,CM0709,Indoor
3076,CM1302,Indoor
3075,CM0314,Indoor
3074,CM0141,Indoor
3073,CM0754,Indoor
3072,CM0808,Indoor
3071,CM0682,Indoor
3070,CM1292,Indoor
3069,CM0886,Outdoor
3068,CM1035,Outdoor
3067,CM0586,Outdoor
3066,CM0743,Indoor
3065,CM0397,Outdoor
3064,CM0193,Indoor
3063,CM0393,Indoor
3062,CM1958,Outdoor
3061,CM1044,Outdoor
3060,CM0188,Indoor
3059,CM1072,Outdoor
3058,CM0136,Indoor
3057,CM0428,Indoor
3056,CM1422,Outdoor
3055,CM0325,Outdoor
3054,CM0295,Indoor
3053,CM0316,Indoor
3052,CM1394,Outdoor
3051,CM0059,Indoor
3050,CM0895,Outdoor
3049,CM1297,Outdoor
3048,CM0289,Indoor
3047,CM1038,Outdoor
3046,CM0929,Outdoor
3045,CM1405,Outdoor
3044,CM0386,Indoor
3043,CM0481,Outdoor
3042,CM0436,Outdoor
3041,CM0369,Indoor
3040,CM0479,Outdoor
3039,CM1041,N/A
3038,CM0191,Indoor
3037,CM0797,Indoor
3036,CM0043,Indoor
3035,CM0468,Indoor
3034,CM0274,Indoor
3033,CM0387,Indoor
3032,CM1368,Outdoor
3031,CM0290,Indoor
3030,CM0212,Indoor
3029,CM0588,Indoor
3028,CM0703,Outdoor
3027,CM0167,Indoor
3026,CM0825,Indoor
3025,CM0633,Indoor
3024,CM0061,Indoor
3023,CM1817,Outdoor
3022,CM0171,Indoor
3021,CM1050,Outdoor
3020,CM1064,Outdoor
3019,CM0329,Outdoor
3018,CM0216,Indoor
3017,CM0277,Indoor
3016,CM0086,Indoor
3015,CM0651,Indoor
3014,CM1069,Indoor
3013,CM0824,Indoor
3012,CM0389,Indoor
3011,CM0677,Indoor
3010,CM0423,Indoor
3009,CM0913,Indoor
3008,CM0153,Outdoor
3007,CM0477,Indoor
3006,CM0632,Indoor
3005,CM0654,Indoor
3004,CM0658,Indoor
3003,CM0594,Indoor
3002,CM0897,Indoor
3001,CM1042,Outdoor
3000,CM0823,Outdoor
2999,CM0623,Indoor
2998,CM0862,Outdoor
2997,CM0060,Outdoor
2996,CM0180,Outdoor
2995,CM0670,Outdoor
2994,CM0669,Indoor
2993,CM0667,Outdoor
2992,CM1363,Indoor
2991,CM0258,Indoor
2990,CM0066,Indoor
2989,CM0267,Indoor
2988,CM0898,Indoor
2987,CM0186,Indoor
2986,CM0223,Indoor
2985,CM0259,Indoor
2984,CM0793,Outdoor
2983,CM0013,Indoor
2982,CM1039,Indoor
2981,CM0303,Indoor
2980,CM1062,Outdoor
2979,CM1037,Outdoor
2978,CM0182,Indoor
2977,CM1068,Indoor
2976,CM0657,Indoor
2975,CM0591,Indoor
2974,CM0666,Indoor
2973,CM0457,Outdoor
2972,CM0672,Indoor
2971,CM0904,Indoor
2970,CM0421,Indoor
2969,CM1063,Indoor
2968,CM0405,Indoor
2967,CM0806,Indoor
2966,CM0665,Indoor
2965,CM0284,Outdoor
2964,CM0459,Outdoor
2963,CM0102,Indoor
2962,CM0674,Indoor
2961,GM0483,Outdoor
2960,CM0161,Outdoor
2959,CM0475,Outdoor
2958,CM1392,Outdoor
2957,CM0009,Indoor
2956,CM1326,Indoor
2955,CM0827,Outdoor
2954,CM0249,Indoor
2953,CM0313,Indoor
2952,CM0519,Indoor
2951,CM1053,Outdoor
2950,CM0238,Indoor
2949,CM0860,Indoor
2948,CM1448,Outdoor
2947,CM0192,Outdoor
2946,CM0612,Outdoor
2945,CM1043,Outdoor
2944,CM0458,Indoor
2943,CM1055,Outdoor
2942,CM0031,Outdoor
2941,CM0466,Indoor
2940,CM1054,Outdoor
2939,CM0302,N/A
2938,CM0805,Indoor
2937,CM0027,Indoor
2936,CM1060,Outdoor
2935,CM0107,Outdoor
2934,CM0912,Indoor
2933,CM0317,Indoor
2932,CM0891,Outdoor
2931,CM1058,Outdoor
2930,CM0931,Indoor
2929,CM0319,Outdoor
2928,CM0300,Indoor
2927,CM0474,Indoor
2926,CM0206,Indoor
2925,CM0148,Indoor
2924,CM0229,Indoor
2923,GM0535,Outdoor
2922,CM0903,Outdoor
2921,CM0541,Outdoor
2920,CM0197,Indoor
2919,CM0312,Indoor
2918,GM0313,Outdoor
2917,CM0276,Outdoor
2916,CM0595,Outdoor
2915,CM0518,Indoor
2914,CM0028,Outdoor
2913,CM0490,Indoor
2912,GM0091,Indoor
2911,CM0636,Indoor
2910,CM0517,Indoor
2909,GM0178,Indoor
2908,CM0465,Indoor
2907,CM1086,Outdoor
2906,GM0164,Outdoor
2905,CM0209,Indoor
2904,CM0899,Indoor
2903,CM0472,Indoor
2902,CM0830,Outdoor
2901,CM1531,Outdoor
2900,CM0471,Indoor
2899,CM0019,Indoor
2898,CM0063,Indoor
2897,GM0697,Outdoor
2896,CM0820,Outdoor
2895,GM0204,Outdoor
2894,GM0045,Outdoor
2893,GM0280,Outdoor
2892,CM0293,Indoor
2891,CM0590,Indoor
2890,CM0464,Indoor
2889,GM0564,Outdoor
2888,GM0104,Outdoor
2887,CM0062,Outdoor
2886,GM0372,Indoor
2885,CM0589,Indoor
2884,CM0463,Indoor
2883,GM0218,Indoor
2882,GM0049,Indoor
2881,GM0084,Outdoor
2880,CM0894,Outdoor
2879,CM0462,Outdoor
2878,GM0250,Outdoor
2877,GM0028,Outdoor
2876,GM0213,Indoor
2875,CM1681,Outdoor
2874,GM0123,Indoor
2873,GM0076,Indoor
2872,GM0163,Outdoor
2871,GM0374,Outdoor
2870,GM0602,Outdoor
2869,GM0016,Indoor
2868,GM0033,Indoor
2867,GM0710,Outdoor
2866,GM0051,Outdoor
2865,GM0584,Outdoor
2864,GM0068,Outdoor
2863,GM0162,Indoor
2862,GM0083,Indoor
2861,GM0074,Indoor
2860,GM0071,Outdoor
2859,GM0205,Outdoor
2858,GM0102,Outdoor
2857,GM0032,Outdoor
2856,GM0297,Indoor
2855,GM0452,Outdoor
2854,GM0021,Outdoor
2853,GM0073,Outdoor
2852,GM0142,Outdoor
2851,GM0055,Outdoor
2850,GM0077,Outdoor
2849,GM0183,Outdoor
2848,GM0477,Outdoor
2847,GM0531,Outdoor
2846,GM0160,Indoor
2845,GM0329,Outdoor
2844,GM0124,Indoor
2843,GM0745,Outdoor
2842,GM0044,Indoor
2841,GM0298,Outdoor
2840,GM0087,Outdoor
2839,GM0353,Indoor
2838,GM0862,Outdoor
2837,GM0739,Outdoor
2836,GM0122,Indoor
2835,GM0735,Outdoor
2834,GM0376,Outdoor
2833,GM0471,Outdoor
2832,GM0295,Outdoor
2831,GM0859,Outdoor
2830,GM0094,Outdoor
2829,GM0086,Indoor
2828,GM0766,Outdoor
2827,MT0050,Indoor
2826,PO0007,N/A
2825,PO0005,Outdoor
2824,AN0015,Indoor
2823,AN0110,Outdoor
2822,AN0022,Outdoor
2821,AN0100,Indoor
2820,AN0228,Lamp Pole
2819,VA0002,Outdoor
2818,VA0008,Outdoor
2817,VA0039,Outdoor
2816,VA0026,Outdoor
2815,MU0077,Outdoor
2814,KI0080,Outdoor
2813,KI0077,Outdoor
2812,JA0038,Outdoor
2811,JA0125,Outdoor
2810,JA0127,Outdoor
2809,JA0001,Outdoor
2808,JA0105,Outdoor
2807,JA0009,Indoor
2806,JA0107,Outdoor
2805,JA0037,Indoor
2804,JA0138,Outdoor
2803,JA0134,Outdoor
2802,JA0005,Indoor
2801,JA0043,Indoor
2800,JA0102,Outdoor
2799,JA0103,Outdoor
2798,CM1287,N/A
2797,CM1373,Indoor
2796,CM1002,Indoor
2795,CM0732,Indoor
2794,CM2004,Indoor
2793,CM1911,Indoor
2792,CM0867,Indoor
2791,CM1330,Indoor
2790,CM1266,Indoor
2789,CM1905,Indoor
2788,CM1376,Outdoor
2787,CM0759,Indoor
2786,CM1203,Indoor
2785,CM1910,Indoor
2784,CM1515,Indoor
2783,CM0760,Indoor
2782,CM1419,Indoor
2781,CM0748,Indoor
2780,CM0726,Indoor
2779,CM0707,Indoor
2778,CM1209,Outdoor
2777,CM0737,Indoor
2776,CM1304,Indoor
2775,CM1481,Indoor
2774,CM0951,Indoor
2773,CM0724,Indoor
2772,CM0283,Indoor
2771,CM1362,Indoor
2770,CM0747,Indoor
2769,CM2075,Outdoor
2768,CM1895,Indoor
2767,CM1268,Indoor
2766,CM1403,Outdoor
2765,CM0788,Indoor
2764,CM0729,Indoor
2763,CM1421,Indoor
2762,CM1896,Indoor
2761,CM0727,Indoor
2760,CM1274,Indoor
2759,CM0758,Indoor
2758,CM1374,Outdoor
2757,CM0265,Indoor
2756,CM1355,Indoor
2755,CM0871,Indoor
2754,CM1898,Indoor
2753,CM1375,Indoor
2752,CM1278,Indoor
2751,CM1194,Indoor
2750,CM1385,Indoor
2749,CM1195,Indoor
2748,CM0736,Indoor
2747,CM0738,Indoor
2746,CM0885,Indoor
2745,CM0953,Indoor
2744,CM0785,Indoor
2743,CM0768,Indoor
2742,CM0917,Indoor
2741,CM1456,Outdoor
2740,CM0720,Indoor
2739,CM0733,Indoor
2738,CM0081,N/A
2737,CM1323,Indoor
2736,CM0771,Indoor
2735,CM1433,Indoor
2734,CM0868,Indoor
2733,CM0143,Indoor
2732,CM0704,Indoor
2731,CM0777,Indoor
2730,CM0708,Indoor
2729,CM1269,Outdoor
2728,CM0761,Indoor
2727,CM1279,Indoor
2726,CM0908,Indoor
2725,CM1097,Indoor
2724,CM0753,Indoor
2723,CM1417,Indoor
2722,CM1299,Outdoor
2721,CM0700,Indoor
2720,CM0770,Indoor
2719,CM0705,Indoor
2718,CM0706,Indoor
2717,CM0742,Indoor
2716,CM0763,Indoor
2715,CM0952,Outdoor
2714,CM0764,Indoor
2713,CM0839,Indoor
2712,CM0731,Indoor
2711,CM1270,Indoor
2710,CM1196,Indoor
2709,CM0734,Indoor
2708,CM0723,Indoor
2707,CM0781,Indoor
2706,CM1415,Indoor
2705,CM0755,Indoor
2704,CM0744,Indoor
2703,CM0840,Indoor
2702,CM0685,Indoor
2701,CM0746,Indoor
2700,CM0710,Indoor
2699,CM0266,Indoor
2698,CM0735,Indoor
2697,CM0702,Indoor
2696,CM1298,Indoor
2695,CM0872,Indoor
2694,CM0779,Indoor
2693,CM0643,Outdoor
2692,CM0769,Indoor
2691,CM0786,Indoor
2690,CM1892,Indoor
2689,CM0044,Indoor
2688,CM0641,Indoor
2687,CM0740,Indoor
2686,GM0570,Outdoor
2685,CM0767,Indoor
2684,GM0677,Indoor
2683,GM0475,Indoor
2682,GM0576,Indoor
2681,GM0125,Indoor
2680,CM0783,Indoor
2679,GM0354,Indoor
2678,GM0401,Indoor
2677,GM0352,Indoor
2676,GM0747,Outdoor
2675,GM0351,Indoor
2674,GM0563,Indoor
2673,GM0565,Indoor
2672,GM0350,Indoor
2671,GM0573,Indoor
2670,GM0402,Indoor
2669,MT0085,Outdoor
2668,PO0070,Indoor
2667,CM0069,Indoor
2666,CM0213,Indoor
2665,CM1319,Outdoor
2664,CM0264,N/A
2663,CM0413,Indoor
2662,CM0068,Indoor
2661,CM0412,Indoor
2660,CM0042,Indoor
2659,CM0145,Indoor
2658,CM0208,Indoor
2657,CM0091,Indoor
2656,CM0390,Indoor
2655,CM0408,Indoor
2654,CM0144,Indoor
2653,CM0352,Indoor
2652,CM0562,Outdoor
2651,CM0516,Outdoor
2650,CM0497,Indoor
2649,CM0257,Outdoor
2648,CM0183,Indoor
